"ip","timezone","file_name","status_code","object_size","origin","user_agent","date","time"
"199.30.20.77",200,"/robots.txt",404,"468","-","msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)","21jul2013","6:50:37 PM"
"41.139.202.198",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2355%20%281%29.jpg",200,"50914","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20100101 Firefox/22.0","02aug2013","3:53:58 PM"
"95.211.136.17",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3914.jpg",200,"34256","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:23.0) Gecko/20100101 Firefox/23.0","22aug2013","5:24:39 PM"
"78.23.208.35",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA_files/DSC_4302.jpg",200,"62942","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:21.0) Gecko/20100101 Firefox/21.0","27jun2013","5:32:34 PM"
"141.212.110.249",200,"/predictive_analytics/customer_intelligence/Blog/blog-archive.xml",200,"147550","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11","22aug2013","10:14:00 PM"
"157.56.92.175",200,"/links.htm",304,"212","-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)","13aug2013","5:30:53 PM"
"141.135.48.182",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3632.jpg",200,"45113","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36","22aug2013","7:30:28 PM"
"65.55.215.60",200,"/robots.txt",404,"468","-","msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)","15jul2013","7:22:09 PM"
"178.154.175.251",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/12/5_NIPS_2012_Conference_in_Lake_Tahoe,_NV_files/DSC_8782.jpg",200,"47036","-","Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)","20aug2013","8:41:30 PM"
"65.55.217.214",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2504","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/6/10_IEEE_WCCI_2012_Conference_in_Brisbane_(Australia).html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b","28jun2013","4:45:27 PM"
"24.5.4.67",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2180.jpg",200,"65620","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B350 Safari/8536.25","01aug2013","4:12:35 PM"
"94.224.102.2",200,"/images/square.gif",200,"343","http://www.mma.ugent.be/","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","28jun2013","9:36:36 AM"
"66.249.78.156",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/8/3_GfKl_2012_Classification_Conference_in_Hildesheim_(Germany)_files/DSC_3163.jpg",200,"32643","-","Googlebot-Image/1.0","18jul2013","8:07:39 PM"
"130.36.95.106",200,"/",200,"3322","-","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)","09aug2013","10:27:39 AM"
"83.92.122.47",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/IMG_1433.jpg",200,"60756","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","01aug2013","3:20:55 PM"
"64.121.156.148",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/droppedImage.jpg",200,"48195","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; SAMSUNG-SGH-I777 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1","02aug2013","11:45:54 PM"
"76.88.156.221",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2333.jpg",200,"111402","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPhone2,1; iPhone; U; CPU OS 6_1_3 like Mac OS X; en_US) com.google.GooglePlus/19307 (KHTML, like Gecko) Mobile/N88AP (gzip)","04aug2013","7:57:03 PM"
"62.235.180.154",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation_files/1_MScMA_UGent_SSZ_Final_Project_Presentation.js",304,"212","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","04jul2013","11:51:47 PM"
"188.97.254.45",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html",200,"16607","https://m.facebook.com","Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A523 [FBAN/FBIOS;FBAV/6.3;FBBV/257209;FBDV/iPhone4,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/6.0.1;FBSS/2; FBCR/KT;FBID/phone;FBLC/ko_KR;FBOP/1]","22aug2013","10:53:26 PM"
"190.199.104.161",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3691.jpg",200,"24093","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36","23aug2013","3:03:22 AM"
"83.27.197.172",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/9/27_Master_Science_in_Marketing_Analysis_Opening_Dinner_Class_of_2013_files/DSC_5549.jpg",200,"83696","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/9/27_Master_Science_in_Marketing_Analysis_Opening_Dinner_Class_of_2013.html","Mozilla/5.0 (Windows NT 6.0; rv:21.0) Gecko/20100101 Firefox/21.0","29jun2013","5:19:41 PM"
"144.76.3.19",200,"/predictive_analytics/customer_intelligence/Blog/rss.xml",304,"133","-","Mozilla/5.0 (compatible; BazQux/2.4; +https://bazqux.com/fetcher)","09jul2013","6:14:57 PM"
"77.169.187.62",200,"/images/square.gif",304,"187","http://www.mastat.ugent.be/index.php?page=generalinfo","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)","30jul2013","10:08:56 AM"
"209.87.249.50",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2314.jpg",200,"100837","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","01aug2013","4:29:30 PM"
"178.118.71.166",200,"/predictive_analytics/customer_intelligence/Scripts/iWebBlog.js",304,"212","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","20aug2013","9:24:48 PM"
"98.230.84.28",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2417.jpg",200,"73707","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Linux; U; Android 4.3; en-us; Nexus 7 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","05aug2013","2:51:27 AM"
"24.52.213.248",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2561","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1","22aug2013","4:17:04 PM"
"66.215.208.156",200,"/crm_specialists.jpg",200,"83613","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","22aug2013","8:51:14 PM"
"188.189.88.180",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2008/11/19_SAS_Base_Programmer_Certification_Exam_at_Ghent_University_files/shapeimage_2.png",200,"622250","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2008/11/19_SAS_Base_Programmer_Certification_Exam_at_Ghent_University.html","Mozilla/5.0 (Linux; U; Android 2.2.2; nl-nl; HTC Desire Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1","17aug2013","9:16:54 PM"
"199.126.251.91",200,"/images/algemeen/externesite.gif",200,"361","http://www.me.ugent.be/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50","27jul2013","9:41:58 PM"
"81.108.4.65",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3698.jpg",200,"31313","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","22aug2013","1:55:29 PM"
"148.230.10.25",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2267.jpg",304,"190","-","Mozilla/4.0 (compatible;)","20aug2013","3:26:01 PM"
"213.10.157.28",200,"/index.php?page=program",200,"3719","http://www.mastat.ugent.be/index.php?page=generalinfo","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:22.0) Gecko/20100101 Firefox/22.0","03aug2013","3:17:27 PM"
"64.119.130.114",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/IMG_1433.jpg",200,"60756","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","01aug2013","7:15:01 PM"
"95.111.86.240",200,"/css/specific.css",200,"1397","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","10jul2013","10:48:38 PM"
"178.119.52.244",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_MScMA_UGent_Final_Project_Presentation_at_Accent_files/27_MScMA_UGent_Final_Project_Presentation_at_Accent.css",200,"1150","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_MScMA_UGent_Final_Project_Presentation_at_Accent.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","27jun2013","5:15:21 PM"
"194.138.39.60",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2333.jpg",200,"111402","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","01aug2013","5:19:59 PM"
"180.87.42.103",200,"/Keybenefits.htm",200,"10362","-","Java/1.7.0_25","20aug2013","5:22:59 PM"
"141.134.230.105",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA_files/DSC_4404%20%281%29.jpg",200,"87974","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA.html","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; nl-nl) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1","21jun2013","8:51:37 AM"
"5.103.45.216",200,"/images/footerbg.png",304,"188","http://www.mastat.ugent.be/","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; BTRS122327; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; OfficeLiveConnector.1.3; OfficeLivePatch.0.0; InfoPath.3)","01jul2013","1:57:35 PM"
"41.138.189.20",200,"/images/min_blue.gif",200,"349","http://www.mma.ugent.be/css/screen.css","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0","29jun2013","7:41:38 PM"
"89.110.30.84",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2323.jpg",200,"124438","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPhone3,1; iPhone; U; CPU OS 5_1_1 like Mac OS X; ru_RU) com.google.GooglePlus/16077 (KHTML, like Gecko) Mobile/N90AP (gzip)","01aug2013","9:24:18 PM"
"78.22.135.17",200,"/",200,"3916","http://www.feb.ugent.be/mareco/eng/onderzoeksdomein.asp?domein_nr=8","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","24jul2013","10:18:22 PM"
"188.250.129.234",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2412.jpg",200,"43269","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36","01aug2013","6:26:44 PM"
"78.21.161.130",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2346.jpg",200,"129336","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36","01aug2013","6:51:05 PM"
"174.56.208.255",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2284.jpg",304,"190","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","03aug2013","8:23:19 PM"
"132.166.177.50",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2230.jpg",200,"100022","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.41 Safari/537.36","05aug2013","3:52:13 PM"
"78.23.210.153",200,"/images/algemeen/externesite.gif",200,"361","http://www.mma.ugent.be/faq.htm","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)","27jul2013","12:55:31 PM"
"173.252.112.114",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/3_DSC_MMA_Final_Project_Presentation_files/mwmac_white.png",206,"2274","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/3_DSC_MMA_Final_Project_Presentation.html","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","26jun2013","10:16:53 PM"
"81.82.147.17",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/9_Entry_1_files/DSC_0781.jpg",200,"34144","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/9_Entry_1.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1","18jul2013","6:44:13 PM"
"41.151.124.153",200,"/css/specific.css",200,"1397","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","04aug2013","7:34:40 PM"
"78.22.122.222",200,"/images/siteid.jpg",404,"512","http://www.mastat.ugent.be/index.php?page=enroll","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1","28jun2013","3:11:24 PM"
"72.215.239.189",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3717.jpg",200,"31060","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; SCH-I535 Build/JDQ39E) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 LiquidSmooth/Liquid-JB-v2.9/d2vzw","22aug2013","7:06:13 PM"
"37.140.141.27",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/4/25_SAS_Global_Forum_2012_in_Orlando,_FL_files/DSC_8479.jpg",200,"53498","-","Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)","08jul2013","12:54:53 PM"
"173.252.110.117",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3518.jpg",206,"32190","-","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","22aug2013","12:03:16 PM"
"81.242.222.27",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/4/14_Start_of_MMA_Projects__LUMA.html",200,"3139","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/4/7_SAS_Global_Forum_2011_(SASGF11).html","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25","27jun2013","9:11:31 PM"
"91.181.73.170",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2010/10/14_DMEF_DMA_2010_in_San_Francisco_files/14_DMEF_DMA_2010_in_San_Francisco.css",200,"1207","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2010/10/14_DMEF_DMA_2010_in_San_Francisco.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","28jun2013","5:21:06 PM"
"79.129.113.165",200,"/",200,"4316","http://www.google.co.uk/url?sa=t&rct=j&q=ghent%20marketing&source=web&cd=2&ved=0CDQQFjAB&url=http%3A%2F%2Fwww.mma.ugent.be%2F&ei=c_PeUZmeEYKxPMqtgPAC&usg=AFQjCNGlVEndBQ2oy_AO6Fe-9_yBUgQVig&bvm=bv.48705608,d.ZWU","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","11jul2013","8:03:34 PM"
"194.151.126.3",200,"/favicon.ico",404,"506","-","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)","01jul2013","11:59:18 AM"
"2.227.78.227",200,"/css/specific.css",200,"1397","http://www.mma.ugent.be/","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)","02aug2013","10:17:35 AM"
"213.224.23.230",200,"/predictive_analytics/customer_intelligence/feed.xml",200,"1324","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0","22aug2013","12:46:14 PM"
"50.16.113.122",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/10/26_Strata_%20_Hadoop_New_York_City_2012_Big_Data_Conference.html",404,"647","-","User-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31","07aug2013","8:23:19 AM"
"60.247.90.102",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2425.jpg",200,"30103","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","02aug2013","7:14:16 AM"
"65.55.215.65",200,"/robots.txt",404,"468","-","msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)","09aug2013","12:58:27 PM"
"82.232.200.223",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2227.jpg",200,"118456","http://plus.url.google.com/mobileapp","Mozilla/5.0 (Linux; Android 4.3; Nexus 4 Build/JWR66V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","02aug2013","12:57:27 AM"
"78.21.61.88",200,"/predictive_analytics/customer_intelligence/Blog/Blog_files/mwmac_white.png",200,"2226","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","04aug2013","11:30:45 PM"
"66.249.72.69",200,"/predictive_analytics/customer_intelligence/Blog/Archive.html",304,"213","-","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)","27jul2013","8:55:52 PM"
"109.130.197.214",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/26_SSZ_Master_of_Science_in_Marketing_Analysis_Final_Project_files/shapeimage_1.jpg",200,"1146","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/26_SSZ_Master_of_Science_in_Marketing_Analysis_Final_Project.html","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 [FBAN/FBIOS;FBAV/5.6;FBBV/144493;FBDV/iPad2,1;FBMD/iPad;FBSN/iPhone OS;FBSV/6.1.3;FBSS/1; FBCR/;FBID/tablet;FBLC/nl_NL;FBOP/0]","02jul2013","10:41:08 PM"
"65.55.217.228",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/SharedResources/WidgetCommon.js",200,"7776","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/27_SRII_Global_Conference_2012_in_San_Jose%2C_CA.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b","25jun2013","11:46:30 PM"
"66.249.82.69",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2561","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/3/1_OReillys_Strata_2012_Big_Data_Conference_in_Santa_Clara,_CA.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko; Google Web Preview) Chrome/22.0.1229 Safari/537.4","17aug2013","6:04:56 PM"
